,Ticker,Score,PE_Ratio,PB_Ratio,ROE,Dividend_Yield,Upside_Potential,Current_Price,Target_Price
4,ACN,3,30.303932,7.669422,0.26674998,0.0172,10.366591734393914,346.98,382.95
3,ABBV,2,70.28572,52.558624,,0.0327,3.881618084473537,201.72,209.55
13,ALB,2,,1.2901623,-0.04103,0.0161,11.34198256638963,98.66,109.85
17,LNT,2,22.509727,2.1303625,0.096540004,0.0334,9.04062229904925,57.85,63.08
488,WEC,2,23.400976,2.5060878,0.105220005,0.0352,2.9046076690001144,95.71,98.49
277,KMI,2,21.98177,1.8149495,0.083500005,0.047,2.377674178925404,24.8394,25.43
497,XEL,2,19.578636,1.9573989,0.10262,0.033299997,7.168839042133968,65.98,70.71
492,WDC,2,73.08241,1.9763743,0.033239998,,36.90699947372378,66.505,91.05
318,MU,2,148.27144,2.5504363,0.01743,0.0045,37.036323345216296,103.79,142.23
309,MCD,2,26.045654,,,0.0242,9.081102946133623,296.66,323.6
321,MRNA,2,,1.7285247,-0.40941003,,72.98937784522003,52.72,91.2
320,MAA,2,34.68919,3.0262306,0.08611,0.038599998,6.025191533567065,154.02,163.3
314,MET,2,15.776876,1.7468836,0.13260001,0.0277,16.81666238107482,77.78,90.86
311,MDT,2,30.084175,2.389932,0.07948,0.031400003,7.520984890878557,89.35,96.07
272,KDP,2,19.61747,1.7690676,0.09052,0.028199999,17.549516351911578,32.565,38.28
325,MDLZ,2,24.453901,3.3106096,0.13552,0.0275,17.009860788863108,68.96,80.69
236,HRL,2,21.653847,2.1582909,0.10005,0.0368,3.92378491845633,30.965,32.18
341,NI,2,21.27439,1.951233,0.08756,0.0305,8.283175695041557,34.89,37.78
339,NEE,2,23.262226,3.2209086,0.09887999,0.026300002,13.42748205531823,78.3937,88.92
254,IP,2,49.085472,2.31209,0.04797,0.0327,-3.273550409193804,57.43,55.55
222,GS,2,15.33822,1.5775942,0.101969995,0.0235,4.408224099056057,523.34,546.41
197,FE,2,26.938711,1.9364189,0.083050005,0.040900003,13.112202131481254,41.755,47.23
212,GEN,2,28.833334,8.380799,0.2766,0.0177,6.253284287966365,28.545,30.33
237,HST,2,16.556604,1.8089054,0.10767999,0.046,18.689458689458682,17.55,20.83
329,MS,2,17.828527,2.068486,,0.0319,-0.7319771895480498,117.49,116.63
337,NWSA,2,60.597824,1.9536726,0.03943,0.0073,22.008968609865455,27.875,34.01
30,AWK,2,26.975248,2.5622098,0.097040005,0.0226,5.244999082400459,136.225,143.37
48,ATO,2,20.332348,1.7538382,0.090179995,0.0234,6.1169633127497125,137.65,146.07
47,T,2,17.939024,1.5466845,0.08759,0.0506,3.874915023793335,22.065,22.92
64,BLK,2,25.128075,3.7374868,,0.020599999,6.783138307601799,1011.405,1080.01
55,BKR,2,17.230942,2.3475683,0.14292,0.022,14.586857514638929,38.425,44.03
52,AVB,2,37.922035,2.7064233,0.07143,0.0311,5.282917672298204,223.74,235.56
102,CVX,2,16.804394,1.756409,,0.0423,10.685325660476064,152.92,169.26
389,QRVO,2,,1.9892296,-0.03908,,35.835891710856835,71.66,97.34
148,DLR,2,147.2459,2.9015377,0.01956,0.0275,-4.124916499665998,179.64,172.23
395,RTX,2,34.080692,2.5756288,0.073460005,0.0214,9.64823270759343,118.26,129.67
151,DLTR,2,,1.9421139,-0.12983,,24.053101327533177,66.665,82.7
157,DTE,2,16.620596,2.1914139,0.13638,0.0335,11.503342572965924,122.66,136.77
155,DOW,2,31.843332,1.8262281,0.05863,0.0584,18.35025646393804,47.765,56.53
397,REG,2,34.391514,2.0174325,0.0583,0.037100002,5.993690851735023,72.91,77.28
158,DUK,2,19.417809,1.8335867,0.092130005,0.037100002,9.303350970017643,113.4,123.95
418,SJM,2,16.298023,1.5803386,0.10090999,0.038,7.530981887511912,115.39,124.08
119,CAG,2,28.37745,1.588726,0.05605,0.048699997,8.343409915356714,28.945,31.36
121,ED,2,19.261164,1.5919085,0.08417,0.0335,3.029386561822678,99.195,102.2
413,SRE,2,17.383549,1.801045,0.1042,0.0307,11.41294327330833,81.355,90.64
404,ROL,2,49.72165,17.725101,0.38792,0.0138,4.0016587186398445,48.23,50.16
412,STX,2,26.22739,,,0.028800001,18.66009852216748,101.5,120.44
152,D,2,21.511068,1.8702277,0.085030004,0.0463,2.2043056865940436,58.295,59.58
383,PLD,2,34.39577,1.9891675,0.05662,0.0337,17.786561264822144,113.85,134.1
385,PEG,2,20.527094,2.6228166,,0.0293,8.519318454523628,83.34,90.44
164,EIX,2,23.83187,2.2510219,0.07411,0.0385,10.88890252131771,81.505,90.38
176,EQR,2,30.177216,2.5036757,0.08361,0.0385,9.927293064876963,71.52,78.62
178,ESS,2,33.7646,3.4183912,0.10176,0.0349,3.8283885477034874,289.025,300.09
173,EQT,2,50.146667,1.1028355,0.018229999,0.0171,11.459718160063815,37.61,41.92
170,ETR,2,17.59417,2.0652375,0.11951,0.0337,0.33839779005524484,144.8,145.29
169,ENPH,2,190.77173,12.727338,0.06312,,20.608512335479467,87.755,105.84
364,PARA,2,,0.4491974,-0.29097998,0.0184,7.560756075607555,11.11,11.95
376,PNC,2,15.930263,1.512917,0.099020004,0.0344,5.924491257859965,188.455,199.62
375,PNW,2,15.963099,1.5825573,0.10266,0.0418,6.160425335182618,86.52,91.85
373,PM,2,20.971384,,,0.0414,4.1164430293382015,131.91,137.34
379,PPL,2,29.220722,1.6980788,0.05864,0.0321,8.586403576383518,32.435,35.22
361,PKG,2,27.038416,5.018691,,0.0217,-1.7351244295186419,232.26,228.23
192,FRT,2,32.72965,3.2404664,0.09324,0.0395,9.228173017141849,112.59,122.98
186,EXR,2,44.58556,2.52296,0.05568,0.0396,5.211394302848582,166.75,175.44
113,CME,2,23.676842,2.8650217,0.12297,0.020599999,4.921531143022273,224.93,236.0
114,CMS,2,19.679998,2.609486,0.11501,0.0301,6.24274099883857,68.88,73.18
422,SO,2,20.606062,2.9088516,0.12713,0.0327,5.305429864253397,88.4,93.09
425,SBUX,2,29.31722,,,0.0251,3.122423742786462,97.04,100.07
472,VZ,2,17.816017,1.7985753,0.10431,0.066,12.938889563843992,41.155,46.48
499,YUM,2,24.889194,,,0.0202,7.649288053276404,135.895,146.29
78,BXP,2,76.58962,2.226992,0.058280002,0.048800003,-0.3756851635154379,81.185,80.88
81,CZR,2,,1.9671707,-0.063769996,,38.15161598184118,38.769,53.56
97,CNP,2,19.66,1.8243116,0.09573,0.028900001,4.747371990505256,29.49,30.89
67,BA,2,,,,,20.615101531182244,152.17,183.54
82,CPT,2,37.041138,2.8575265,0.07229,0.0355,8.586074327210591,117.05,127.1
25,AEE,2,19.656885,2.0134103,0.10446999,0.0312,2.4575103353238426,87.08,89.22
26,AEP,2,19.928,2.0280886,0.10514,0.0378,2.6395022079486186,99.64,102.27
218,GILD,1,110.17073,6.157306,0.05263,0.0343,-3.055125083019705,90.34,87.58
352,ORLY,1,28.76491,,,,10.740801280121115,1162.39,1287.24
72,AVGO,1,140.42276,2.916533,0.12509,0.0126,13.721630384437233,172.72,196.42
470,VRSN,1,20.889732,,,,12.855746404133495,179.025,202.04
477,VST,1,88.28467,13.398692,0.12665,0.0077,17.346010748243067,120.95,141.93
36,ANSS,1,57.6164,5.109483,0.094289996,,4.6145369392534,326.685,341.76
333,NDAQ,1,45.843372,3.9503736,0.10888,0.0128,7.056504599211566,76.1,81.47
493,WY,1,43.56164,2.3281353,0.052989997,0.0252,16.35220125786163,31.8,37.0
12,AKAM,1,24.930521,3.2100067,0.13906,,17.726684582462426,100.47,118.28
307,MTCH,1,16.015217,,,,15.922356454459074,36.835,42.7
278,KKR,1,32.836105,5.66047,,0.0050999997,14.684606481481467,138.24,158.54
259,INVH,1,44.430553,1.9762772,0.04369,0.0352,19.599874960925277,31.99,38.26
282,LHX,1,39.4731,2.489025,0.06258,0.0188,10.915140097005649,249.47,276.7
283,LH,1,43.614803,2.354707,0.05432,0.0127,14.509462693060682,229.85,263.2
315,MTD,1,38.143883,,,,1.430057953839281,1383.86,1403.65
265,J,1,27.763779,2.648539,0.093260005,0.0083,9.926262053318213,141.04,155.04
262,JBHT,1,33.592728,4.6570716,0.14192,0.0095,2.630439489066916,184.76,189.62
267,JCI,1,31.361343,3.12249,0.1042,0.0199,8.13236870310825,74.64,80.71
241,HUM,1,22.708298,1.7824165,0.078379996,0.0139,9.891927233567955,260.01,285.73
484,DIS,1,36.984676,1.7421358,0.0546,0.0094,14.990158499948203,96.53,111.0
490,WELL,1,85.36942,2.7323506,0.03417,0.02,-0.2014474371409447,134.03,133.76
276,KIM,1,45.333332,1.568125,0.03829,0.041300002,0.7352941176470562,24.48,24.66
310,MCK,1,23.646265,,,0.0054,10.413741688647349,528.494,583.53
302,MAR,1,27.290882,,,0.0098,-2.0376025042730173,260.355,255.05
295,LOW,1,22.131298,,,0.0174,1.309652624902058,268.01,271.52
211,GEV,1,74.41608,9.121678,,,-3.4945040981002595,314.78,303.78
225,HAS,1,,7.2215,-0.36224997,0.0424,18.457382953181266,66.64,78.94
233,HOLX,1,24.033133,3.7398643,0.13846,,10.928687805489412,79.79,88.51
245,IEX,1,34.715168,4.45712,0.13592,0.0126,2.786943726032276,224.26,230.51
252,ICE,1,37.203793,3.3091645,0.09408,0.0117,16.006369426751597,157.0,182.13
249,IR,1,47.502438,3.8255744,0.08479,0.0008,7.783939207229418,97.38,104.96
227,DOC,1,45.571426,1.8238994,0.04085,0.0546,11.19570085087327,22.33,24.83
232,HLT,1,50.179104,,,0.0026,-0.492903883742668,235.34,234.18
228,HSIC,1,25.575645,2.5079606,0.07253,,7.632376280478992,69.31,74.6
213,GNRC,1,37.404163,4.4334145,0.123780005,,-1.2699119973265005,179.54,177.26
271,KVUE,1,40.76316,4.37159,0.10548,0.0356,2.560791908758331,23.235,23.83
332,MSCI,1,38.68421,,,0.0109,9.948979591836737,588.0,646.5
269,JNPR,1,51.407894,2.7845485,0.055760004,0.0226,1.2285641156897897,39.07,39.55
175,EQIX,1,81.45049,6.425766,0.08267,0.019,6.101678058160154,904.915,960.13
124,COO,1,58.82123,2.6452115,0.0465,0.0002,8.215405071706705,105.29,113.94
410,SBAC,1,36.0,,,0.0171,14.440939362075,228.24,261.2
174,EFX,1,59.800003,6.7918534,0.11927,0.0058999998,19.32738758825714,269.1,321.11
380,PFG,1,,1.67255,-0.01274,0.0358,6.807368549469306,81.97,87.55
198,FI,1,39.155407,4.165982,0.10618,,7.185997781338593,202.825,217.4
359,OTIS,1,25.012438,,,0.015700001,-0.6166086524117209,100.55,99.93
202,FTV,1,28.63,2.3524287,0.08615,0.0045,19.55291652113167,71.575,85.57
190,FICO,1,105.50863,,,,-4.005415941317381,2016.27,1935.51
386,PTC,1,76.99187,7.5422106,0.10524999,,6.367476240760306,189.4,201.46
165,EW,1,28.23708,5.3967853,,,12.725935818846178,66.6395,75.12
172,EPAM,1,27.32475,3.200724,0.12299,,16.18324607329842,191.0,221.91
168,EMR,1,39.65973,3.2284472,0.06474,0.0191,6.974192625101372,117.3928,125.58
501,ZBH,1,20.654581,1.7457297,0.08713,0.0089,15.069758846900116,108.23,124.54
500,ZBRA,1,51.439453,5.696292,0.11873999,,7.757617435463415,378.08,407.41
481,WAB,1,32.085,3.256699,0.103690006,0.0042,5.334787803231,192.51,202.78
45,AJG,1,53.83016,5.0793223,0.10321999,0.0085,4.502428475201192,282.07,294.77
70,BSX,1,70.58678,6.077274,0.08916,,13.675213675213694,85.41,97.09
446,TXT,1,18.135666,2.2118437,0.12597999,0.001,18.44835907335909,82.88,98.17
409,CRM,1,51.612606,4.9330535,0.09734,0.0054,7.085393693822728,296.7725,317.8
408,SPGI,1,43.091873,4.452924,0.099309996,0.0075,19.237392373923722,487.8,581.64
143,DELL,1,24.484346,,,0.0137,10.184279804437768,132.95,146.49
405,ROP,1,40.09151,3.1460805,0.08238,0.0055,12.751270156836746,543.24,612.51
390,PWR,1,58.04059,6.5670204,0.12696,0.0011999999,5.1401869158878455,314.58,330.75
392,DGX,1,20.73387,2.5373797,0.13224,0.0194,9.458057824452236,154.26,168.85
153,DPZ,1,26.38477,,,0.0139999995,11.164366388534175,428.7525,476.62
137,DHR,1,47.387524,3.5291138,0.07586,0.0044,15.023137067177261,250.68,288.34
126,GLW,1,246.63159,3.435484,0.019299999,0.0238,15.066154502774221,46.86,53.92
128,CTVA,1,49.095238,1.7040854,0.03415,0.0111,3.2169414807630137,61.86,63.85
402,RVTY,1,60.19231,1.9444013,0.03308,0.0022,12.228434504792318,125.2,140.51
166,EA,1,39.623077,5.4893255,0.13962,0.005,4.491037339028026,154.53,161.47
371,PFE,1,37.18,1.8018222,,0.060500003,18.881118881118873,27.885,33.15
372,PCG,1,17.192308,1.6377627,0.09972,0.002,14.591101168282394,20.115,23.05
428,STE,1,40.272564,3.5377343,0.08967,0.0101,10.569570185461895,227.54,251.59
447,TMO,1,35.200127,4.380641,0.12944001,0.0028,17.17015095617458,561.09,657.43
86,KMX,1,27.708647,1.8526758,0.06853,,8.879994572959781,73.705,80.25
85,CAH,1,21.868269,,,0.018099999,9.941520467836252,113.715,125.02
71,BMY,1,,6.6503015,-0.3133,0.0433,-5.07871564529041,56.215,53.36
88,CARR,1,43.364704,4.504461,0.13931,0.0105,10.458491589799257,73.72,81.43
424,SWK,1,,1.67231,-0.02031,0.0347,13.358512553193691,96.111,108.95
423,LUV,1,,1.7581658,-0.00447,0.0241,-3.0471821756225426,30.52,29.59
421,SOLV,1,31.188036,4.3963857,0.14497,,-8.015894765689247,72.98,67.13
105,CHD,1,46.587444,6.067632,0.13338,0.011,4.158244296852431,103.89,108.21
99,CRL,1,22.302631,2.5849879,0.12603,,11.246983105390186,186.45,207.42
100,SCHW,1,27.865234,3.7523012,,0.014099999,6.147052638957051,71.335,75.72
2,ABT,1,35.820667,5.136419,0.14840001,0.0187,10.318201103097158,117.85,130.01
478,VMC,1,42.47578,4.5635314,0.11133,0.0068,6.980080560613566,271.845,290.82
468,VTR,1,,2.7636724,-0.00543,0.027999999,5.331882480957573,64.33,67.76
32,AME,1,31.636536,4.39822,0.14886,0.0062,6.798859211525499,181.5937,193.94
455,TYL,1,110.20293,7.875134,0.077259995,,10.912227733448375,602.81,668.59
24,AMTM,1,17.85119,,,,,29.99,
68,BKNG,1,32.922066,,,0.0073,1.855460128241715,4870.49,4960.86
51,AZO,1,20.497995,,,,9.322296475315461,3066.09,3351.92
92,CBRE,1,43.333332,4.633699,0.11434,,1.85212845407019,133.9,136.38
441,TDY,1,23.252787,2.2306187,0.103140004,,11.945273523452649,459.01,513.84
451,TDG,1,49.128414,,,,12.07769382144841,1331.38,1492.18
459,UDR,1,112.6579,4.0697784,0.02841,0.0404,8.502686288250416,42.81,46.45
35,ADI,1,65.22934,3.0554538,0.04658,0.0164,17.874191799646667,216.5614,255.27
59,BDX,1,47.53307,2.650286,0.05633,0.0162,17.462793541043055,237.19,278.61
58,BAX,1,,2.399893,-0.02219,0.0324,13.570634037819818,35.96,40.84
56,BALL,1,24.904165,2.6835182,0.14048,0.0135,18.771959176844554,59.77,70.99
248,INCY,0,856.49994,4.686588,0.00802,,0.3308036582992946,77.085,77.34
338,NWS,0,64.72826,2.0868378,0.03943,0.0068,,29.775,
253,IFF,0,,1.7833698,-0.14678,0.0162,6.356230513929395,99.43,105.75
495,WTW,0,,4.1469984,-0.08361,0.0116,7.197818252654131,308.01,330.18
362,PLTR,0,254.5,25.462732,0.12409,,-43.32023575638506,50.9,28.85
194,FIS,0,89.53608,2.85672,0.03034,0.0161,3.8341968911917323,86.85,90.18
159,DD,0,112.10257,1.5643618,0.01391,0.0186,10.132662397072266,87.44,96.3
132,CRWD,0,443.88928,26.315285,0.07334,,6.270789555823431,306.2836,325.49
129,CSGP,0,180.48358,4.1438313,0.02386,,19.942324258506574,75.8031,90.92
140,DAY,0,225.7794,4.7391653,0.02194,,1.608806096528359,76.765,78.0
89,CTLT,0,,2.9399357,-0.25393,,3.7751964468739407,58.54,60.75
436,TTWO,0,,4.7701206,-0.50901,,10.930885203452977,163.1286,180.96
75,BF.B,0,,,,,,,
62,TECH,0,81.0,5.704225,0.07287,0.0042,10.981156595191678,76.95,85.4
60,BRK.B,0,,,,,,,
473,VRTX,0,,8.282252,-0.029849999,,2.006529182259742,502.36,512.44
